MIGPUMA,Geo_FIPS,Geo_LOGRECNO,Geo_STATE,Geo_PUMA5,Total Population,Population Density (Per Sq. Mile),Area (Land),SE_A00003_001,SE_A00003_002,SE_A00003_003,Total Population Under 18 Years,Total Population 18 to 34 Years,Total Population 35 to 64 Years,Total Population 65 and Over,Population 25 Years and Over,Population 25 Years and Over Less than High School,Population 25 Years and Over High School Graduate (Includes Equivalency),Population 25 Years and Over Some College,Population 25 Years and Over Bachelors Degree,Population 25 Years and Over Masters Degree,Population 25 Years and Over Professional School Degree,Population 25 Years and Over Doctorate Degree,Population 3 Years and Over Enrolled in School,Population 3 Years and Over Enrolled in School Public School,Population 3 Years and Over Enrolled in School Public School Pre-School,Population 3 Years and Over Enrolled in School Public School K-8,Population 3 Years and Over Enrolled in School Public School 9-12,Population 3 Years and Over Enrolled in School Public School College,Population 3 Years and Over Enrolled in School Private School,Population 3 Years and Over Enrolled in School Private School Pre-School,Population 3 Years and Over Enrolled in School Private School K-8,Population 3 Years and Over Enrolled in School Private School 9-12,Population 3 Years and Over Enrolled in School Private School College,Population 16 Years and Over in Labor Force Civilian,Population 16 Years and Over in Labor Force Civilian Employed,Population 16 Years and Over in Labor Force Civilian Unemployed,Median Household Income (In 2019 Inflation Adjusted Dollars),Housing Units,Housing Units Occupied,Housing Units Vacant,Median Gross Rent,Total Population Native Born,Total Population Foreign Born,Total Population Foreign Born Naturalized Citizen,Total Population Foreign Born Not a Citizen
609900,2439610,2274,24,39610,547899,366.5329032,1494.815323,1514.60979,1494.81534,19.79447807,148237,132728,196111,70823,347151,72295,104415,109756,41739,12022,4730,2194,152819,141587,6243,70571,33406,31367,11232,2745,3313,1157,4017,257249,236867,20382,59892.47731,181595,173573,8022,1138.212459,429590,118309,55386,62923
610100,610100,571,6,10100,173679,140.7163463,1234.248931,1252.297,1234.249,18.04855,46105,41080,63364,23130,113525,23345,28346,42228,14362,3664,1294,286,46397,42135,1993,20996,8692,10454,4262,728,2094,616,824,74818,70839,3979,58727,63008,58173,4835,1018,142017,31662,16957,14705
610700,1832106,1719,18,32106,464493,96.282682,4824.263204,4838.7003,4824.2637,14.4369731,143725,113094,156742,50932,274008,81039,75344,78527,27540,9469,1341,748,137455,127361,3778,68774,31625,23184,10094,837,3154,1517,4586,204380,182722,21658,48506.13228,148986,137576,11410,925.8178401,362672,101821,35299,66522
611100,3666621,3465,36,66621,854223,463.4754661,1843.081376,2208.31423,1843.08182,365.2325126,198663,194838,333010,127712,574375,85308,109984,187018,125636,43131,14183,9115,225028,191936,6971,90166,46306,48493,33092,7547,8201,3483,13861,442320,419323,22997,83236.75593,288778,272085,16693,1759.399656,669817,184406,96893,87513
611300,611300,581,6,11300,219116,215.9310269,1014.749956,1023.54,1014.75,8.789817,46228,74243,72178,26467,128156,17520,23326,37590,25801,13605,5005,5309,81973,76010,1558,22125,10186,42141,5963,1245,1832,473,2413,109015,101482,7533,65729,77948,73495,4453,1231,168184,50932,23310,27622
800100,1600205,117,16,205,343976,132.4989492,2596.065872,2633.9481,2596.066,37.88202,68426,99439,124088,52023,226454,10586,44100,63286,63203,32829,4933,7517,93442,84408,2004,31604,14566,36234,9034,1984,2815,1365,2870,187653,178403,9250,68949.13531,148552,134709,13843,1229.126032,322322,21654,8496,13158
800190,20819900,1978,208,19900,3597122,117.2167801,30687.77351,30875.1542,30687.7762,187.3820431,822532,896057,1419494,459039,2459055,218080,503254,662706,681218,283630,65624,44543,901011,787536,35519,383364,177082,191571,113475,21918,31801,13682,46074,2016179,1945810,70369,77638.81234,1448227,1369535,78692,1350.397838,3172588,424534,174822,249712
800200,800200,60,8,200,107427,8.093103425,13273.89437,13297.81,13273.89,23.91415,25489,24195,43181,14562,73354,6449,17694,22330,18124,5953,2165,639,25267,23295,1170,12809,6522,2794,1972,176,931,133,732,59138,56751,2387,70105,49318,38122,11196,1108,97356,10071,4413,5658
800400,800400,62,8,400,116176,17.27895828,6723.553474,6774.736,6723.554,51.18219,22244,30051,48412,15469,84024,6107,13409,22938,31744,7285,1784,757,0,0,0,0,0,0,0,0,0,0,0,76908,73643,3265,76295,96408,39338,57070,1392,102845,13331,4787,8544
800690,2402100,192,24,2100,367880,13.02019839,28254.5618,28326.525,28254.559,71.962286,75513,77370,144058,70939,262972,30353,79735,93732,39230,14692,3134,2096,80475,74295,3726,37728,17566,15275,6180,402,2132,1238,2408,159841,148988,10853,44157.47878,183248,146916,36332,770.5919865,350809,17071,7456,9615
800900,800900,90,8,900,114470,10.51843218,10882.80059,10934.55,10882.8,51.75069,21913,25219,45313,22025,81057,4918,16327,23101,22525,8400,3518,2268,25834,23038,717,10287,4302,7732,2796,531,1002,374,889,60807,58167,2640,55367,65105,46659,18446,930,110091,4379,2200,2179
801000,1602003,183,16,2003,236225,27.66102589,8539.994174,8563.2086,8539.9943,23.21456,50752,47837,90005,47631,164771,14168,48015,59928,28396,9967,2802,1495,54207,48991,2749,22667,12439,11136,5216,957,2057,342,1860,114058,106396,7662,52235.82085,109837,95806,14031,916.5489681,224315,11910,5650,6260
804100,4824621,573,48,24621,723878,269.7139193,2683.873349,2688.52853,2683.87351,4.654894754,175490,189729,266648,92011,470381,28975,93061,164119,110454,59004,7958,6810,191499,169700,5684,83823,35967,44226,21799,4520,5671,1469,10139,352601,331768,20833,68938.41475,284800,268122,16678,1264.280688,676060,47818,26450,21368
900100,5400615,333,54,615,949921,1519.954509,624.9667303,836.92222,624.96673,211.955414,214749,196030,391629,147513,647725,71384,138454,132522,168292,102487,23602,10984,252401,194093,6580,97529,49535,40449,58308,8997,13527,6916,28868,513480,479747,33733,95636.47579,373039,336433,36606,1530.166326,730869,219052,97935,121117
900300,6302121,434,63,2121,895388,1218.045549,735.1022306,750.61414,735.10217,15.5118885,188504,199811,356793,150280,625275,66723,169460,152999,130942,76206,19771,9174,218141,181940,8456,86653,42347,44484,36201,5141,6633,6006,18421,473570,444803,28767,71445.75571,379764,347565,32199,1113.214245,754313,141075,78402,62673
900500,900500,66,9,500,182177,197.8955957,920.5712706,944.5622,920.5713,23.9909,33087,32521,79898,36671,136414,10020,38651,37928,29259,16070,2537,1949,36265,29938,1422,14768,7376,6372,6327,1044,1836,1671,1776,103132,97221,5911,78436,88289,73709,14580,996,166927,15250,7822,7428
900700,900700,67,9,700,163410,442.4816724,369.3034315,439.064,369.3034,69.7606,29541,32546,69189,32134,119342,6519,33922,31499,27567,13322,4389,2124,37046,28612,1609,14472,6376,6155,8434,1046,805,1267,5316,92313,87627,4686,79646,76332,67227,9105,1121,151595,11815,7923,3892
900900,6306321,497,63,6321,860435,1423.410558,604.4882803,862.06544,604.48828,257.5771417,174842,201556,338460,145577,598860,55565,187277,151361,110253,63810,18272,12322,216383,164350,8689,78763,41976,34922,52033,3805,8026,5688,34514,459469,427676,31793,69507.13821,367217,324837,42380,1152.291836,757805,102630,55172,47458
901100,1802201,151,18,2201,269033,404.6385032,664.8724674,771.6992,664.8725,106.82676,52659,61796,107388,47190,188610,15060,54039,56512,33647,21006,4467,3879,61596,48988,1983,24299,12964,9742,12608,1516,2587,1012,7493,136715,130248,6467,72025.03527,123404,107229,16175,1046.217434,246145,22888,15687,7201
901300,901300,77,9,1300,151155,368.4745173,410.2183269,417.047,410.2183,6.828683,26331,45347,56937,22540,96384,4411,27710,25681,21595,12913,2497,1577,48511,45045,1378,12247,6753,24667,3466,304,551,704,1907,81763,79096,2667,72026,59660,55885,3775,1068,140747,10408,6685,3723
901500,901500,78,9,1500,116665,227.418409,512.9971691,521.4397,512.9972,8.442515,22565,26586,48325,19189,81244,9607,27398,24545,12236,5229,1280,949,28266,25900,1489,10373,5113,8925,2366,0,1002,179,1185,61941,58605,3336,63694,49790,43877,5913,837,109538,7127,3169,3958
1000100,4000410,62,40,410,559793,1313.187466,426.2856708,494.00248,426.28572,67.7168478,121285,134960,219188,84360,385693,29380,129745,90840,77494,40983,8999,8252,143061,118414,4432,54031,23182,36769,24647,4717,7797,4669,7464,271231,255351,15880,68390.1686,223225,206101,17124,1147.26204,494314,65479,31633,33846
1000200,1000200,18,10,200,176824,301.5818836,586.3216911,798.3307,586.3217,212.0091,40793,41832,65168,29031,118346,13793,38090,38901,17143,7837,1125,1457,48634,42861,899,20089,7780,14093,5773,1074,1324,426,2949,84583,80743,3840,57608,71619,63807,7812,978,164094,12730,6223,6507
1000300,1000300,19,10,300,225322,240.7089741,936.0764421,1196.392,936.0764,260.316,42235,38097,85164,59826,169647,20378,50474,50002,26805,17003,2404,2581,41351,35319,1780,19446,7967,6126,6032,634,2696,1118,1584,104862,100282,4580,61985,138009,88029,49980,978,205038,20284,8128,12156
1100100,5500515,60,55,515,693972,11367.56255,61.04844347,68.339988,61.048445,7.29154334,124598,237114,248268,83992,418503,47184,82215,72749,95670,78528,28252,13905,167649,97415,9097,49216,18199,20903,70234,4022,8912,4018,53282,405506,378780,26726,84306.84341,314843,281475,33368,1485.545969,592112,101860,38891,62969
1200100,2400203,325,24,203,266944,305.0599594,875.0542041,968.80834,875.05422,93.75414,48047,97753,84814,36330,161896,13430,36916,45643,32829,20996,6093,5989,93506,84691,2809,18752,9356,53774,8815,1989,3949,1226,1651,133807,127453,6354,47157.93862,116975,97714,19261,964.0131413,240519,26425,12830,13595
1200500,1200500,164,12,500,296064,103.6021645,2857.700913,3377.749,2857.701,520.0484,62497,62329,118728,52510,210739,24545,66256,71944,30321,13415,2375,1883,63054,53478,1970,28055,13331,10122,9576,2220,3787,906,2663,131431,124153,7278,50224,174574,115506,59068,933,280908,15156,8593,6563
1200900,4803610,666,48,3610,589162,580.0319344,1015.740626,1557.0452,1015.7407,541.30452,108791,108966,234926,136479,436285,35270,120846,149291,80439,40328,6099,4012,126930,104833,5177,48402,25808,25446,22097,3197,5502,2378,11020,264432,253410,11022,53452.55083,278139,228385,49754,1006.158269,540922,48240,30550,17690
1201100,16815505,2457,168,15505,1935878,1600.970895,1209.190002,1322.84831,1209.19006,113.6583213,411799,416517,793243,314319,1370041,144900,375465,402050,280822,114413,35924,16467,479823,385491,16006,179193,85064,105228,94332,16924,26486,12347,38575,1021012,960761,60251,60145.89863,823622,685559,138063,1395.383764,1280315,655563,382330,273233
1201500,1201500,183,12,1500,182033,267.5771998,680.3008632,858.2635,680.3008,177.9626,22648,22076,65605,71704,150874,12722,51702,50873,23348,9339,1611,1279,22513,19310,638,9665,5066,3941,3203,257,1240,111,1595,65993,62848,3145,52070,103986,76056,27930,952,162366,19667,11751,7916
1201701,1201701,184,12,1701,145647,250.3123837,581.8609445,773.264,581.861,191.4031,21242,18938,52474,52993,116483,13272,45721,37882,13015,5088,1142,363,21667,18232,897,8916,5178,3241,3435,125,1709,358,1243,52684,49929,2755,43548,79496,61290,18206,779,138345,7302,4957,2345
1201900,1201900,185,12,1900,212230,350.915938,604.7887172,643.5495,604.7887,38.76078,50558,41078,87478,33116,144638,14057,47224,51594,20812,6529,2815,1607,55808,46114,1578,22467,11711,10358,9694,1203,4489,2118,1884,103516,97327,6189,65247,80776,73136,7640,1144,199282,12948,7307,5641
1202100,3606306,561,36,6306,372880,186.5831917,1998.465117,2304.97122,1998.46551,306.506075,64723,60681,130184,117292,283595,33224,76546,68888,63645,27710,9162,4420,35716,29421,505,16978,6471,5467,6295,931,1690,889,2785,164833,158695,6138,65524.64451,214429,144354,70075,1245.067064,277103,95777,39121,56656
1202300,1202300,189,12,2300,186938,53.28797452,3508.071037,3983.242,3508.071,475.1709,37663,38069,72134,39072,134206,20039,53229,42195,14251,3058,843,591,37024,32119,2092,17945,7566,4516,4905,283,2533,1183,906,68698,63875,4823,41453,81286,63331,17955,754,181033,5905,3336,2569
1202790,2412000,446,24,12000,262862,52.36992076,5019.331636,5452.821,5019.332,433.48961,54321,51751,89833,66957,189080,40553,75544,46900,16610,7489,1703,281,30717,28282,840,15640,7275,4527,2435,463,1162,229,581,99847,93622,6225,37674.96502,121092,93057,28035,757.0035912,225913,36949,14727,22222
1203100,8421728,1358,84,21728,937934,1230.452613,762.26747,918.45954,762.26751,156.191996,211042,240878,357585,128429,641660,64556,180499,207824,127385,46624,9176,5596,223043,179044,7349,87014,36452,48229,43999,6586,18074,7117,12222,483362,453646,29716,53511.74558,407446,359607,47839,1030.600763,828138,109796,59236,50560
1203300,2406603,397,24,6603,313512,477.4590878,656.6258932,874.7045,656.6259,218.07869,65715,82651,114080,51066,210972,20782,55147,79162,36436,13456,3705,2284,75112,59659,2044,28255,11754,17606,15453,1935,5156,1094,7268,147071,138930,8141,48501.30353,141696,122406,19290,953.6818495,297750,15762,8829,6933
1203590,6054310,1442,60,54310,649202,409.2017404,1586.508404,2003.2578,1586.5084,416.74945,115012,123596,248218,162376,481930,47765,159997,162844,70063,28856,7296,5109,129974,108985,4530,52473,27236,24746,20989,1570,5441,1817,12161,280092,267323,12769,47787.62858,312055,260002,52053,1056.641092,597642,51560,32960,18600
1205301,1205301,201,12,5301,186553,394.7519178,472.5828846,589.0198,472.5829,116.4369,35317,30927,68729,51580,138863,15651,52494,44513,16912,7043,1259,991,34307,29309,620,15718,7532,5439,4998,276,2299,344,2079,73594,67968,5626,44892,86721,74110,12611,947,172634,13919,9707,4212
1205700,9645636,1644,96,45636,1408566,1380.552776,1020.291309,1265.71824,1020.29132,245.4270376,321546,339740,550124,197156,960910,103516,267449,269957,205745,80628,21294,12321,364368,300574,12233,140756,65010,82575,63794,9269,18419,7816,28290,718187,681469,36718,56154.87678,580367,521609,58758,1140.997997,1165720,242846,125850,116996
1206100,1206100,210,12,6100,154383,307.0216009,502.840841,616.9634,502.8409,114.1226,25527,24050,55789,49017,117106,11267,38078,32198,22578,8445,3066,1474,29116,24611,756,12340,5544,5971,4505,640,1581,1229,1055,64001,60000,4001,49177,80017,58044,21973,906,138773,15610,7301,8309
1206300,1206300,211,12,6300,194123,37.76537681,5140.237339,6054.845,5140.237,914.6078,37371,41312,80390,35050,140688,22539,53371,40875,15037,6229,1220,1417,43075,35806,1745,19435,8897,5729,7269,813,2888,1427,2141,74389,71192,3197,42497,88706,67526,21180,699,187912,6211,2542,3669
1206900,3620706,639,36,20706,471182,317.0121279,1486.321685,1736.7892,1486.3217,250.46757,75509,70335,162698,162640,365881,37783,113421,115348,61920,27148,6707,3554,80313,63186,1792,30367,16144,14883,17127,1447,7557,4197,3926,180598,169849,10749,52527.86483,227805,191352,36453,1031.935036,430604,40578,25126,15452
1207100,6035515,1085,60,35515,739224,942.4455143,784.3678905,1212.38129,784.36786,428.013307,131867,131385,268781,207191,555154,61029,177908,164885,93624,37643,13630,6435,146205,124250,5090,61215,30323,27622,21955,2740,6199,2883,10133,334171,316819,17352,53789.92806,393259,266266,126993,1131.894365,611819,127405,58900,68505
1207300,2414601,441,24,14601,290292,435.3087003,666.8646866,701.78923,666.86473,34.924506,54381,104313,94429,37169,173825,8821,31947,51457,45033,22872,6656,7039,101545,85733,1561,19544,10578,54050,15812,2556,8568,1825,2863,159838,147503,12335,54833.32584,129667,115193,14474,1049.272946,271974,18318,10015,8303
1208100,3624306,669,36,24306,385571,518.9665792,742.9592106,892.6755,742.95918,149.71628,71655,65585,143927,104404,287528,26429,82595,86429,57609,27352,4557,2557,72602,61090,1773,33931,14094,11292,11512,2543,3073,2813,3083,171149,162665,8484,57080.99863,190954,144329,46625,1168.030835,335929,49642,21614,28028
1208300,3624906,678,36,24906,354353,223.1398897,1588.030721,1662.6403,1588.0309,74.60983229,66845,60229,126049,101230,264517,37593,93781,75120,38463,15106,3112,1342,52311,42204,1865,21134,10838,8367,10107,1023,5118,968,2998,134194,123022,11172,43836.90297,168373,140620,27753,858.1173688,328763,25590,16289,9301
1208500,1208500,228,12,8500,159712,293.8733398,543.4722323,752.8287,543.4722,209.3565,26456,24963,60004,48289,121762,12275,33374,37640,26395,8614,2239,1225,29619,23183,638,11059,5380,6106,6436,1185,2667,1557,1027,69841,65430,4411,54499,80001,62355,17646,1049,145631,14081,5801,8280
1208690,30215400,6025,300,215400,2828809,981.8608868,2881.069037,6168.664271,2881.069312,3287.595927,569018,642099,1161979,455713,2022132,362834,563851,499677,383443,137336,54365,20626,669922,523992,24305,238133,114448,147106,145930,22346,42282,17196,64106,1449688,1364609,85079,53039.79765,1077909,903780,174129,1338.178314,1323070,1505739,857975,647764
1208900,1208900,254,12,8900,111004,89.96409168,1233.870069,1314.892,1233.87,81.02158,23786,20800,45165,21253,78036,6155,27372,22228,14011,6307,1464,499,25142,21490,976,10687,5510,4317,3652,467,2110,315,760,48970,47180,1790,67459,49628,40330,9298,896,107090,3914,2442,1472
1209100,1209100,255,12,9100,202970,218.1886373,930.2500923,1082.078,930.2501,151.8282,45039,49640,76213,32078,139480,9088,33532,53193,27613,12433,2149,1472,46335,40715,2444,21586,6973,9712,5620,1411,1699,707,1803,94836,89629,5207,61866,96918,79011,17907,1091,188753,14217,7821,6396
1209500,12095055,2615,120,95055,1348975,1493.005972,903.5295407,1003.24992,903.52957,99.720318,301904,370168,518941,157962,904404,93609,218678,283855,206650,72678,18757,10177,358726,293690,10894,128098,63968,90730,65036,8690,22052,7562,26732,722558,687466,35092,56432.59588,536798,460602,76196,1188.902159,1049257,299718,150563,149155
1209700,2419403,535,24,19403,352180,265.3005932,1327.475358,1505.9283,1327.4755,178.4533,87372,82286,136830,45692,230380,31559,66556,88176,31021,8960,2563,1545,90762,76419,3003,38153,19475,15788,14343,1469,5491,3130,4253,175509,165782,9727,50505.78636,148903,102385,46518,1171.282571,274273,77907,40015,37892
1209900,13308966,3014,132,108966,1471150,746.9327845,1969.588202,2383.00919,1969.58856,413.4205931,283151,287014,554452,346533,1077100,121299,263363,302497,241275,99143,31454,18069,329136,265715,12284,123068,59956,70407,63421,13459,19032,8680,22250,723894,681335,42559,61475.81445,687082,547824,139258,1384.207037,1089166,381984,210149,171835
1210100,4840410,1126,48,40410,525643,703.3364579,747.3563955,868.4538,747.35635,121.09743,106936,95589,204621,118497,381293,40378,132142,120024,59193,21863,4291,3402,110644,93698,3778,50264,21176,18480,16946,2642,5029,1647,7628,232025,219697,12328,55097.71564,243223,207993,35230,1087.034522,473330,52313,29279,23034
1210300,9682436,2300,96,82436,970637,3545.327841,273.7791943,608.12849,273.77919,334.349167,159887,181777,393791,235182,746168,66379,211589,234493,150422,56222,18182,8881,185001,150678,6510,65141,33932,45095,34323,5183,14742,4406,9992,479784,453721,26063,51658.60738,509349,405807,103542,1065.310126,842112,128525,76298,52227
1210500,4842010,1174,48,42010,686483,381.8317293,1797.867876,2010.564,1797.8682,212.69628,153232,144966,249993,138292,476398,69643,162788,153314,58551,24125,5187,2790,157004,127974,4837,68683,32731,21723,29030,2101,10726,3907,12296,297249,281545,15704,48581.33489,295132,233058,62074,936.9643021,615798,70685,31740,38945
1210790,2421600,593,24,21600,317276,238.8146225,1328.545114,1648.4478,1328.5451,319.9024,69555,55169,128662,63890,225280,24375,62010,56470,52072,21995,5531,2827,69653,57503,2172,30861,15886,8584,12150,1743,3657,1416,5334,144259,135700,8559,66697.04468,143847,116540,27307,1137.172191,300902,16374,10185,6189
